review_id,user_id,review_text,review_date,location,service_category,rating,sentiment_score,visit_frequency,recommendation_likelihood,customer_segment,demand_prediction
R0168,U4575,"Not impressed with the City Tour in Sydney, Australia. Several issues encountered.",2025-04-30,"Sydney, Australia",City Tour,2,-0.32,2,0.68,Business Traveler,Medium
R0169,U1691,"Great Transport experience in Rome, Italy. A few minor issues but overall satisfied.",2024-08-05,"Rome, Italy",Transport,4,0.6,5,0.8,Budget Traveler,High
R0170,U7362,"Decent Hotel in Rome, Italy, but room for improvement.",2025-02-17,"Rome, Italy",Hotel,3,0.22,2,0.99,Budget Traveler,Medium
R0171,U7142,"Decent Restaurant in Tokyo, Japan, but room for improvement.",2024-07-27,"Tokyo, Japan",Restaurant,3,0.13,3,0.95,Solo Traveler,Medium
R0172,U9897,"Not impressed with the City Tour in Paris, France. Several issues encountered.",2025-02-12,"Paris, France",City Tour,2,-0.25,1,0.42,Luxury Seeker,Medium
R0173,U3769,"Disappointing City Tour experience at Sydney, Australia. Would not recommend.",2024-05-19,"Sydney, Australia",City Tour,2,-0.13,1,0.53,Solo Traveler,Medium
R0174,U2571,"The Adventure Tour at Tokyo, Japan was okay. Could be better.",2025-02-12,"Tokyo, Japan",Adventure Tour,3,-0.09,1,0.37,Luxury Seeker,Medium
R0175,U6284,"Great Adventure Tour experience in Paris, France. A few minor issues but overall satisfied.",2025-04-08,"Paris, France",Adventure Tour,4,0.42,1,0.12,Family Tourist,Medium
R0176,U2668,"Very good Adventure Tour in Tokyo, Japan. Met most of my expectations.",2024-11-28,"Tokyo, Japan",Adventure Tour,4,0.57,3,0.45,Solo Traveler,Medium
R0177,U5540,"Average Hotel experience in Tokyo, Japan. Nothing special.",2024-09-15,"Tokyo, Japan",Hotel,3,0.07,4,0.59,Solo Traveler,Medium
R0178,U6822,"Fantastic Transport experience at Rome, Italy. Highly recommend!",2024-08-20,"Rome, Italy",Transport,5,0.89,2,0.65,Business Traveler,Medium
R0179,U2508,"Terrible City Tour experience in Tokyo, Japan. Will not return.",2024-12-12,"Tokyo, Japan",City Tour,1,-0.85,4,0.55,Family Tourist,Medium
R0180,U5001,"Had problems with the City Tour in Sydney, Australia. Needs improvement.",2024-11-26,"Sydney, Australia",City Tour,2,-0.14,5,0.18,Family Tourist,Low
R0181,U5985,"Worst City Tour I've had in Paris, France. Completely dissatisfied.",2024-07-14,"Paris, France",City Tour,1,-0.68,1,0.14,Solo Traveler,Low
R0182,U4678,"The Restaurant at Paris, France was okay. Could be better.",2025-01-06,"Paris, France",Restaurant,3,0.06,3,0.43,Family Tourist,Medium
R0183,U7460,"Worst Restaurant I've had in Tokyo, Japan. Completely dissatisfied.",2024-06-06,"Tokyo, Japan",Restaurant,1,-0.88,5,0.82,Business Traveler,Medium
R0184,U7433,"Decent Hotel in Sydney, Australia, but room for improvement.",2024-10-03,"Sydney, Australia",Hotel,3,0.12,3,0.76,Luxury Seeker,Medium
R0185,U6264,"Decent Transport in New York, USA, but room for improvement.",2024-06-07,"New York, USA",Transport,3,0.2,1,0.34,Budget Traveler,Medium
R0186,U1737,"Very good City Tour in Paris, France. Met most of my expectations.",2024-07-15,"Paris, France",City Tour,4,0.56,2,0.06,Budget Traveler,Medium
R0187,U7504,"Enjoyed the Adventure Tour at Tokyo, Japan. Would recommend to others.",2024-07-22,"Tokyo, Japan",Adventure Tour,4,0.67,2,0.85,Family Tourist,High
R0188,U1028,"Not impressed with the Adventure Tour in New York, USA. Several issues encountered.",2025-05-12,"New York, USA",Adventure Tour,2,-0.29,3,0.83,Budget Traveler,Medium
R0189,U7104,"Very good City Tour in New York, USA. Met most of my expectations.",2024-11-02,"New York, USA",City Tour,4,0.58,1,0.01,Business Traveler,Medium
R0190,U4668,"Disappointing Adventure Tour experience at Tokyo, Japan. Would not recommend.",2025-02-22,"Tokyo, Japan",Adventure Tour,2,-0.22,2,0.16,Luxury Seeker,Low
R0191,U2058,"Fantastic Hotel experience at New York, USA. Highly recommend!",2024-05-24,"New York, USA",Hotel,5,0.82,3,0.09,Solo Traveler,Medium
R0192,U8313,"Very good Transport in Paris, France. Met most of my expectations.",2024-05-29,"Paris, France",Transport,4,0.55,3,0.7,Family Tourist,Medium
R0193,U8715,"Great Transport experience in Sydney, Australia. A few minor issues but overall satisfied.",2024-10-14,"Sydney, Australia",Transport,4,0.6,5,0.29,Family Tourist,Medium
R0194,U2900,"Not impressed with the City Tour in New York, USA. Several issues encountered.",2025-04-30,"New York, USA",City Tour,2,-0.29,1,0.26,Budget Traveler,Low
R0195,U6556,"The best Adventure Tour I've ever had in Rome, Italy. Will come back again!",2024-11-17,"Rome, Italy",Adventure Tour,5,0.74,3,0.06,Luxury Seeker,Medium
R0196,U5996,"Decent Hotel in New York, USA, but room for improvement.",2025-03-02,"New York, USA",Hotel,3,0.14,2,0.03,Family Tourist,Medium
R0197,U3498,"Decent Adventure Tour in Tokyo, Japan, but room for improvement.",2024-10-28,"Tokyo, Japan",Adventure Tour,3,0.33,1,0.74,Family Tourist,Medium
R0198,U4401,"Had problems with the Hotel in Paris, France. Needs improvement.",2024-10-05,"Paris, France",Hotel,2,-0.34,1,0.75,Solo Traveler,Medium
R0199,U1005,"The best Restaurant I've ever had in Rome, Italy. Will come back again!",2024-08-06,"Rome, Italy",Restaurant,5,0.89,3,0.83,Luxury Seeker,High
R0200,U1040,"Average Adventure Tour experience in Sydney, Australia. Nothing special.",2025-03-30,"Sydney, Australia",Adventure Tour,3,0.22,1,0.62,Budget Traveler,Medium
R0201,U9892,"Very good Transport in Rome, Italy. Met most of my expectations.",2024-10-17,"Rome, Italy",Transport,4,0.47,5,0.71,Luxury Seeker,Medium
R0202,U5561,"Avoid the City Tour at Tokyo, Japan. Very poor service.",2024-10-02,"Tokyo, Japan",City Tour,1,-0.98,3,0.74,Luxury Seeker,Medium
R0203,U7801,"Decent Restaurant in Tokyo, Japan, but room for improvement.",2024-12-21,"Tokyo, Japan",Restaurant,3,-0.08,4,0.33,Budget Traveler,Medium
R0204,U1490,"Average Adventure Tour experience in Sydney, Australia. Nothing special.",2025-01-02,"Sydney, Australia",Adventure Tour,3,0.36,1,0.59,Solo Traveler,Medium
R0205,U6001,"The best City Tour I've ever had in Rome, Italy. Will come back again!",2024-06-03,"Rome, Italy",City Tour,5,0.94,4,0.25,Budget Traveler,Medium
R0206,U7946,"Average Adventure Tour experience in Sydney, Australia. Nothing special.",2024-08-08,"Sydney, Australia",Adventure Tour,3,0.0,2,0.09,Luxury Seeker,Medium
R0207,U6267,"Very good Hotel in Rome, Italy. Met most of my expectations.",2025-01-05,"Rome, Italy",Hotel,4,0.64,1,0.25,Business Traveler,Medium
R0208,U8283,"Terrible City Tour experience in Rome, Italy. Will not return.",2025-05-08,"Rome, Italy",City Tour,1,-0.87,5,0.3,Luxury Seeker,Medium
R0209,U8968,"Terrible Adventure Tour experience in Tokyo, Japan. Will not return.",2025-03-02,"Tokyo, Japan",Adventure Tour,1,-0.7,2,0.19,Business Traveler,Low
R0210,U2991,"Very good Adventure Tour in New York, USA. Met most of my expectations.",2024-12-10,"New York, USA",Adventure Tour,4,0.64,4,0.29,Solo Traveler,Medium
R0211,U3212,"Enjoyed the Transport at Tokyo, Japan. Would recommend to others.",2025-01-13,"Tokyo, Japan",Transport,4,0.4,4,0.02,Luxury Seeker,Medium
R0212,U6193,"Fantastic Hotel experience at Rome, Italy. Highly recommend!",2024-07-03,"Rome, Italy",Hotel,5,0.94,5,0.07,Business Traveler,Medium
R0213,U9598,"Had problems with the Hotel in New York, USA. Needs improvement.",2024-12-07,"New York, USA",Hotel,2,-0.25,4,0.39,Budget Traveler,Medium
R0214,U5562,"Avoid the City Tour at Paris, France. Very poor service.",2025-02-19,"Paris, France",City Tour,1,-0.49,1,0.13,Budget Traveler,Low
R0215,U2830,"Not impressed with the City Tour in Sydney, Australia. Several issues encountered.",2024-11-08,"Sydney, Australia",City Tour,2,-0.38,2,0.12,Solo Traveler,Low
R0216,U5249,"Disappointing City Tour experience at Paris, France. Would not recommend.",2025-02-17,"Paris, France",City Tour,2,-0.2,5,0.51,Budget Traveler,Medium
R0217,U2870,"The Restaurant at Rome, Italy was okay. Could be better.",2025-02-24,"Rome, Italy",Restaurant,3,0.37,4,0.27,Solo Traveler,Medium
R0218,U9051,"Fantastic Hotel experience at Paris, France. Highly recommend!",2024-05-25,"Paris, France",Hotel,5,0.91,5,0.96,Luxury Seeker,High
R0219,U4980,"Decent Restaurant in Sydney, Australia, but room for improvement.",2024-07-14,"Sydney, Australia",Restaurant,3,0.31,4,0.35,Solo Traveler,Medium
R0220,U8537,"Fantastic Restaurant experience at Rome, Italy. Highly recommend!",2024-12-30,"Rome, Italy",Restaurant,5,0.97,1,0.01,Business Traveler,Medium
R0221,U2797,"Worst City Tour I've had in Tokyo, Japan. Completely dissatisfied.",2024-11-09,"Tokyo, Japan",City Tour,1,-0.51,3,0.52,Family Tourist,Medium
R0222,U5957,"Enjoyed the Restaurant at New York, USA. Would recommend to others.",2024-05-28,"New York, USA",Restaurant,4,0.52,1,0.02,Family Tourist,Medium
R0223,U5710,"The best Transport I've ever had in Rome, Italy. Will come back again!",2025-03-26,"Rome, Italy",Transport,5,0.71,2,0.94,Budget Traveler,High
R0224,U7577,"Had problems with the Hotel in New York, USA. Needs improvement.",2024-07-04,"New York, USA",Hotel,2,-0.37,4,0.79,Budget Traveler,Medium
R0225,U8420,"Decent Hotel in Rome, Italy, but room for improvement.",2025-05-10,"Rome, Italy",Hotel,3,-0.09,3,0.54,Solo Traveler,Medium
R0226,U8501,"Decent City Tour in New York, USA, but room for improvement.",2024-06-19,"New York, USA",City Tour,3,0.17,3,0.55,Solo Traveler,Medium
R0227,U2437,"Fantastic Hotel experience at Paris, France. Highly recommend!",2025-04-11,"Paris, France",Hotel,5,0.77,1,0.93,Family Tourist,High
R0228,U4181,"Great City Tour experience in Sydney, Australia. A few minor issues but overall satisfied.",2024-09-06,"Sydney, Australia",City Tour,4,0.49,1,0.39,Family Tourist,Medium
R0229,U1668,"Fantastic Hotel experience at Rome, Italy. Highly recommend!",2024-07-02,"Rome, Italy",Hotel,5,0.76,2,0.45,Budget Traveler,Medium
R0230,U8235,"Disappointing Adventure Tour experience at New York, USA. Would not recommend.",2025-03-23,"New York, USA",Adventure Tour,2,-0.22,2,0.56,Budget Traveler,Medium
R0231,U2554,"The best Adventure Tour I've ever had in Sydney, Australia. Will come back again!",2025-04-22,"Sydney, Australia",Adventure Tour,5,0.89,5,0.78,Solo Traveler,High
R0232,U7107,"Very good Restaurant in Rome, Italy. Met most of my expectations.",2024-05-20,"Rome, Italy",Restaurant,4,0.42,5,0.09,Family Tourist,Medium
R0233,U5982,"Not impressed with the Hotel in New York, USA. Several issues encountered.",2025-04-10,"New York, USA",Hotel,2,-0.38,4,0.89,Luxury Seeker,Medium
R0234,U2509,"Fantastic City Tour experience at Paris, France. Highly recommend!",2024-07-21,"Paris, France",City Tour,5,0.76,3,0.89,Budget Traveler,High
R0235,U4657,"Disappointing Adventure Tour experience at Rome, Italy. Would not recommend.",2024-05-13,"Rome, Italy",Adventure Tour,2,-0.13,3,0.84,Solo Traveler,Medium
R0236,U8090,"Very good Restaurant in Rome, Italy. Met most of my expectations.",2024-09-06,"Rome, Italy",Restaurant,4,0.59,5,0.95,Business Traveler,High
R0237,U2433,"Fantastic Restaurant experience at Sydney, Australia. Highly recommend!",2024-11-08,"Sydney, Australia",Restaurant,5,0.74,3,0.32,Business Traveler,Medium
R0238,U3816,"Had problems with the Hotel in Tokyo, Japan. Needs improvement.",2024-11-22,"Tokyo, Japan",Hotel,2,-0.11,5,0.56,Solo Traveler,Medium
R0239,U9486,"Great Adventure Tour experience in New York, USA. A few minor issues but overall satisfied.",2024-07-19,"New York, USA",Adventure Tour,4,0.5,5,0.39,Budget Traveler,Medium
R0240,U4748,"Terrible City Tour experience in Paris, France. Will not return.",2024-10-14,"Paris, France",City Tour,1,-0.73,5,0.0,Family Tourist,Low
R0241,U5129,"Very good Hotel in New York, USA. Met most of my expectations.",2024-05-26,"New York, USA",Hotel,4,0.68,2,0.19,Solo Traveler,Medium
R0242,U1855,"Terrible City Tour experience in Paris, France. Will not return.",2024-12-20,"Paris, France",City Tour,1,-0.64,4,0.19,Luxury Seeker,Low
R0243,U8517,"Great Hotel experience in Tokyo, Japan. A few minor issues but overall satisfied.",2024-11-30,"Tokyo, Japan",Hotel,4,0.51,5,0.11,Budget Traveler,Medium
R0244,U6550,"Very good Hotel in Tokyo, Japan. Met most of my expectations.",2025-04-27,"Tokyo, Japan",Hotel,4,0.52,3,0.11,Solo Traveler,Medium
R0245,U2058,"Terrible Adventure Tour experience in Sydney, Australia. Will not return.",2024-12-26,"Sydney, Australia",Adventure Tour,1,-0.66,5,0.35,Business Traveler,Medium
R0246,U7263,"Worst Transport I've had in New York, USA. Completely dissatisfied.",2025-01-17,"New York, USA",Transport,1,-0.87,3,0.56,Business Traveler,Medium
R0247,U1010,"The City Tour at Rome, Italy was okay. Could be better.",2024-06-15,"Rome, Italy",City Tour,3,0.03,3,0.52,Solo Traveler,Medium
R0248,U9839,"Very good Adventure Tour in Rome, Italy. Met most of my expectations.",2025-03-15,"Rome, Italy",Adventure Tour,4,0.41,1,0.74,Luxury Seeker,Medium
R0249,U8260,"Enjoyed the City Tour at Rome, Italy. Would recommend to others.",2024-07-08,"Rome, Italy",City Tour,4,0.49,2,0.14,Budget Traveler,Medium
R0250,U8726,"Had problems with the Transport in Paris, France. Needs improvement.",2024-10-24,"Paris, France",Transport,2,-0.18,2,0.75,Family Tourist,Medium
R0251,U2506,"Absolutely loved the Transport experience in Sydney, Australia. Exceeded all expectations!",2024-07-02,"Sydney, Australia",Transport,5,0.87,4,0.99,Budget Traveler,High
R0252,U8103,"Absolutely loved the Adventure Tour experience in Sydney, Australia. Exceeded all expectations!",2024-06-19,"Sydney, Australia",Adventure Tour,5,0.94,1,0.03,Solo Traveler,Medium
R0253,U1338,"Great City Tour experience in Sydney, Australia. A few minor issues but overall satisfied.",2024-10-20,"Sydney, Australia",City Tour,4,0.53,5,1.0,Luxury Seeker,High
R0254,U7832,"Avoid the City Tour at New York, USA. Very poor service.",2024-08-06,"New York, USA",City Tour,1,-0.98,2,0.15,Family Tourist,Low
R0255,U1651,"Worst Restaurant I've had in Sydney, Australia. Completely dissatisfied.",2024-11-10,"Sydney, Australia",Restaurant,1,-0.7,2,0.98,Family Tourist,Medium
R0256,U3103,"Average Hotel experience in Rome, Italy. Nothing special.",2024-09-21,"Rome, Italy",Hotel,3,0.26,4,0.96,Solo Traveler,Medium
R0257,U1554,"Very good Hotel in New York, USA. Met most of my expectations.",2024-08-30,"New York, USA",Hotel,4,0.54,2,0.58,Business Traveler,Medium
R0258,U9694,"Not impressed with the Hotel in New York, USA. Several issues encountered.",2024-05-17,"New York, USA",Hotel,2,-0.29,3,0.53,Budget Traveler,Medium
R0259,U9469,"Enjoyed the Hotel at Tokyo, Japan. Would recommend to others.",2024-08-21,"Tokyo, Japan",Hotel,4,0.64,3,0.08,Business Traveler,Medium
R0260,U2680,"Very good Hotel in Tokyo, Japan. Met most of my expectations.",2024-08-28,"Tokyo, Japan",Hotel,4,0.69,4,0.41,Luxury Seeker,Medium
R0261,U8550,"Fantastic Restaurant experience at Rome, Italy. Highly recommend!",2024-08-11,"Rome, Italy",Restaurant,5,0.83,5,0.3,Family Tourist,Medium
R0262,U5200,"The best Hotel I've ever had in Sydney, Australia. Will come back again!",2024-11-17,"Sydney, Australia",Hotel,5,0.97,2,0.15,Luxury Seeker,Medium
R0263,U1772,"Had problems with the City Tour in Rome, Italy. Needs improvement.",2024-08-09,"Rome, Italy",City Tour,2,-0.2,3,0.77,Family Tourist,Medium
R0264,U6261,"Disappointing Hotel experience at Rome, Italy. Would not recommend.",2024-11-20,"Rome, Italy",Hotel,2,-0.29,5,0.62,Luxury Seeker,Medium
R0265,U9361,"Had problems with the Adventure Tour in Sydney, Australia. Needs improvement.",2025-04-20,"Sydney, Australia",Adventure Tour,2,-0.14,1,0.31,Luxury Seeker,Medium
R0266,U6183,"Terrible Adventure Tour experience in Sydney, Australia. Will not return.",2025-05-12,"Sydney, Australia",Adventure Tour,1,-0.91,5,0.47,Budget Traveler,Medium
R0267,U5454,"Avoid the Hotel at Sydney, Australia. Very poor service.",2025-04-05,"Sydney, Australia",Hotel,1,-0.65,5,0.29,Solo Traveler,Low
R0268,U1432,"Absolutely loved the Adventure Tour experience in Sydney, Australia. Exceeded all expectations!",2024-05-29,"Sydney, Australia",Adventure Tour,5,0.9,3,0.75,Luxury Seeker,High
R0269,U5295,"Fantastic Adventure Tour experience at Sydney, Australia. Highly recommend!",2024-10-28,"Sydney, Australia",Adventure Tour,5,0.88,3,0.87,Business Traveler,High
R0270,U3917,"Avoid the Transport at New York, USA. Very poor service.",2025-02-18,"New York, USA",Transport,1,-0.73,4,0.68,Solo Traveler,Medium
R0271,U9958,"Terrible Restaurant experience in Rome, Italy. Will not return.",2025-02-04,"Rome, Italy",Restaurant,1,-0.9,5,0.85,Family Tourist,Medium
R0272,U7858,"Fantastic Transport experience at Rome, Italy. Highly recommend!",2024-08-01,"Rome, Italy",Transport,5,0.82,3,0.32,Budget Traveler,Medium
R0273,U4620,"Avoid the Hotel at Tokyo, Japan. Very poor service.",2024-08-12,"Tokyo, Japan",Hotel,1,-0.96,5,0.52,Family Tourist,Medium
R0274,U9374,"Avoid the Hotel at Sydney, Australia. Very poor service.",2025-01-19,"Sydney, Australia",Hotel,1,-0.94,5,0.8,Family Tourist,Medium
R0275,U9251,"Had problems with the Restaurant in Rome, Italy. Needs improvement.",2024-08-29,"Rome, Italy",Restaurant,2,-0.11,5,0.88,Budget Traveler,Medium
R0276,U8951,"Had problems with the Adventure Tour in Rome, Italy. Needs improvement.",2024-06-27,"Rome, Italy",Adventure Tour,2,-0.14,4,0.82,Luxury Seeker,Medium
R0277,U1645,"Average Adventure Tour experience in New York, USA. Nothing special.",2024-06-02,"New York, USA",Adventure Tour,3,0.18,5,0.8,Budget Traveler,Medium
R0278,U6836,"Decent Restaurant in New York, USA, but room for improvement.",2024-10-13,"New York, USA",Restaurant,3,-0.04,3,0.0,Luxury Seeker,Medium
R0279,U3131,"Disappointing Adventure Tour experience at New York, USA. Would not recommend.",2025-05-03,"New York, USA",Adventure Tour,2,-0.22,1,0.75,Budget Traveler,Medium
R0280,U5172,"Worst City Tour I've had in Sydney, Australia. Completely dissatisfied.",2024-10-07,"Sydney, Australia",City Tour,1,-0.64,4,0.94,Business Traveler,Medium
R0281,U9398,"Average Restaurant experience in New York, USA. Nothing special.",2024-12-18,"New York, USA",Restaurant,3,0.26,4,0.05,Family Tourist,Medium
R0282,U7704,"The best Transport I've ever had in New York, USA. Will come back again!",2024-09-09,"New York, USA",Transport,5,0.8,2,0.91,Family Tourist,High
R0283,U8743,"Absolutely loved the Adventure Tour experience in Sydney, Australia. Exceeded all expectations!",2024-09-30,"Sydney, Australia",Adventure Tour,5,0.73,1,0.08,Budget Traveler,Medium
R0284,U8939,"Terrible City Tour experience in New York, USA. Will not return.",2024-06-04,"New York, USA",City Tour,1,-0.82,4,0.61,Family Tourist,Medium
R0285,U5825,"Great City Tour experience in Paris, France. A few minor issues but overall satisfied.",2024-10-08,"Paris, France",City Tour,4,0.58,4,0.19,Luxury Seeker,Medium
R0286,U6293,"Disappointing Restaurant experience at New York, USA. Would not recommend.",2024-08-17,"New York, USA",Restaurant,2,-0.27,5,0.89,Family Tourist,Medium
R0287,U2324,"Disappointing Restaurant experience at Tokyo, Japan. Would not recommend.",2024-11-29,"Tokyo, Japan",Restaurant,2,-0.38,1,0.66,Budget Traveler,Medium
R0288,U1463,"Terrible Transport experience in Rome, Italy. Will not return.",2025-04-19,"Rome, Italy",Transport,1,-0.89,5,0.57,Family Tourist,Medium
R0289,U7891,"Absolutely loved the Hotel experience in Paris, France. Exceeded all expectations!",2024-10-16,"Paris, France",Hotel,5,0.85,3,0.03,Budget Traveler,Medium
R0290,U5251,"Had problems with the Restaurant in New York, USA. Needs improvement.",2025-03-21,"New York, USA",Restaurant,2,-0.11,1,0.03,Luxury Seeker,Low
R0291,U3059,"Terrible Adventure Tour experience in Paris, France. Will not return.",2025-02-04,"Paris, France",Adventure Tour,1,-0.9,1,0.4,Business Traveler,Medium
R0292,U6091,"Disappointing Transport experience at Tokyo, Japan. Would not recommend.",2024-06-10,"Tokyo, Japan",Transport,2,-0.37,3,0.94,Business Traveler,Medium
R0293,U2859,"Had problems with the Adventure Tour in Tokyo, Japan. Needs improvement.",2024-11-06,"Tokyo, Japan",Adventure Tour,2,-0.37,2,0.98,Luxury Seeker,Medium
R0294,U7826,"Worst Hotel I've had in Sydney, Australia. Completely dissatisfied.",2024-12-30,"Sydney, Australia",Hotel,1,-0.58,5,0.22,Luxury Seeker,Low
R0295,U6330,"The best Adventure Tour I've ever had in Paris, France. Will come back again!",2025-04-12,"Paris, France",Adventure Tour,5,0.91,5,0.68,Business Traveler,Medium
R0296,U1831,"Fantastic City Tour experience at Sydney, Australia. Highly recommend!",2024-09-24,"Sydney, Australia",City Tour,5,0.82,2,0.61,Family Tourist,Medium
R0297,U8960,"Absolutely loved the Restaurant experience in Paris, France. Exceeded all expectations!",2024-08-22,"Paris, France",Restaurant,5,0.76,5,0.56,Business Traveler,Medium
R0298,U2213,"Worst Transport I've had in Rome, Italy. Completely dissatisfied.",2024-07-14,"Rome, Italy",Transport,1,-0.98,1,0.99,Budget Traveler,Medium
R0299,U9739,"Decent City Tour in New York, USA, but room for improvement.",2024-08-02,"New York, USA",City Tour,3,-0.0,3,0.44,Luxury Seeker,Medium
R0300,U7476,"Worst Transport I've had in Paris, France. Completely dissatisfied.",2024-07-20,"Paris, France",Transport,1,-0.62,4,0.89,Budget Traveler,Medium
R0301,U4671,"The best Hotel I've ever had in Paris, France. Will come back again!",2025-04-06,"Paris, France",Hotel,5,0.91,2,0.09,Budget Traveler,Medium
R0302,U2308,"Terrible City Tour experience in Paris, France. Will not return.",2024-08-31,"Paris, France",City Tour,1,-0.47,5,0.19,Business Traveler,Low
R0303,U5418,"Had problems with the Hotel in New York, USA. Needs improvement.",2024-08-11,"New York, USA",Hotel,2,-0.3,3,0.39,Luxury Seeker,Medium
R0304,U3066,"Enjoyed the Hotel at Paris, France. Would recommend to others.",2024-10-26,"Paris, France",Hotel,4,0.61,5,0.86,Budget Traveler,High
R0305,U8293,"Decent Adventure Tour in Paris, France, but room for improvement.",2025-02-22,"Paris, France",Adventure Tour,3,0.32,3,0.62,Solo Traveler,Medium
R0306,U5696,"Terrible Restaurant experience in Sydney, Australia. Will not return.",2024-08-28,"Sydney, Australia",Restaurant,1,-0.53,5,0.14,Business Traveler,Low
R0307,U8896,"Fantastic City Tour experience at Sydney, Australia. Highly recommend!",2024-12-26,"Sydney, Australia",City Tour,5,0.73,1,0.67,Solo Traveler,Medium
R0308,U3143,"Fantastic Restaurant experience at Paris, France. Highly recommend!",2024-12-29,"Paris, France",Restaurant,5,0.78,4,0.2,Family Tourist,Medium
R0309,U7280,"Disappointing Adventure Tour experience at Rome, Italy. Would not recommend.",2025-04-02,"Rome, Italy",Adventure Tour,2,-0.3,4,0.46,Solo Traveler,Medium
R0310,U8521,"Terrible Transport experience in Tokyo, Japan. Will not return.",2025-02-25,"Tokyo, Japan",Transport,1,-0.41,1,0.57,Solo Traveler,Medium
R0311,U5643,"Avoid the Transport at Rome, Italy. Very poor service.",2024-10-30,"Rome, Italy",Transport,1,-0.76,5,0.92,Business Traveler,Medium
R0312,U7487,"Enjoyed the Restaurant at Tokyo, Japan. Would recommend to others.",2025-04-28,"Tokyo, Japan",Restaurant,4,0.61,1,0.79,Family Tourist,High
R0313,U5023,"Fantastic Transport experience at Tokyo, Japan. Highly recommend!",2025-02-11,"Tokyo, Japan",Transport,5,0.73,4,0.45,Family Tourist,Medium
R0314,U3226,"Decent Hotel in Tokyo, Japan, but room for improvement.",2024-08-03,"Tokyo, Japan",Hotel,3,0.31,2,0.64,Luxury Seeker,Medium
R0315,U7207,"Disappointing Adventure Tour experience at Sydney, Australia. Would not recommend.",2025-01-25,"Sydney, Australia",Adventure Tour,2,-0.11,1,0.62,Solo Traveler,Medium
R0316,U7391,"Disappointing City Tour experience at New York, USA. Would not recommend.",2024-07-23,"New York, USA",City Tour,2,-0.2,4,0.21,Budget Traveler,Low
R0317,U3035,"Avoid the City Tour at New York, USA. Very poor service.",2024-11-03,"New York, USA",City Tour,1,-0.44,1,0.42,Budget Traveler,Medium
R0318,U3075,"Disappointing Transport experience at Sydney, Australia. Would not recommend.",2024-08-16,"Sydney, Australia",Transport,2,-0.32,5,0.55,Business Traveler,Medium
R0319,U1157,"Had problems with the Adventure Tour in New York, USA. Needs improvement.",2024-12-13,"New York, USA",Adventure Tour,2,-0.33,3,0.49,Budget Traveler,Medium
R0320,U4147,"Terrible Hotel experience in Tokyo, Japan. Will not return.",2024-08-21,"Tokyo, Japan",Hotel,1,-0.56,3,0.38,Solo Traveler,Medium
R0321,U5036,"Absolutely loved the Restaurant experience in New York, USA. Exceeded all expectations!",2024-07-24,"New York, USA",Restaurant,5,0.94,1,0.23,Luxury Seeker,Medium
R0322,U6993,"Had problems with the Restaurant in Rome, Italy. Needs improvement.",2024-10-15,"Rome, Italy",Restaurant,2,-0.39,5,0.99,Family Tourist,Medium
R0323,U1748,"Very good City Tour in Sydney, Australia. Met most of my expectations.",2024-06-12,"Sydney, Australia",City Tour,4,0.46,3,0.23,Solo Traveler,Medium
R0324,U9580,"Terrible Hotel experience in Tokyo, Japan. Will not return.",2024-07-29,"Tokyo, Japan",Hotel,1,-0.83,1,0.64,Solo Traveler,Medium
R0325,U2502,"Absolutely loved the City Tour experience in New York, USA. Exceeded all expectations!",2024-10-21,"New York, USA",City Tour,5,0.7,5,0.17,Business Traveler,Medium
R0326,U7163,"Decent City Tour in Paris, France, but room for improvement.",2025-05-09,"Paris, France",City Tour,3,-0.01,4,0.04,Business Traveler,Medium
R0327,U7489,"Very good Adventure Tour in Paris, France. Met most of my expectations.",2025-04-27,"Paris, France",Adventure Tour,4,0.6,3,0.6,Budget Traveler,Medium
R0328,U2696,"Fantastic Hotel experience at Tokyo, Japan. Highly recommend!",2024-06-15,"Tokyo, Japan",Hotel,5,0.95,2,0.04,Luxury Seeker,Medium
R0329,U7672,"Worst Adventure Tour I've had in Rome, Italy. Completely dissatisfied.",2024-08-27,"Rome, Italy",Adventure Tour,1,-0.71,5,0.42,Luxury Seeker,Medium
R0330,U6146,"Great Adventure Tour experience in Paris, France. A few minor issues but overall satisfied.",2024-11-02,"Paris, France",Adventure Tour,4,0.7,1,0.96,Family Tourist,High
R0331,U6736,"Fantastic Adventure Tour experience at Paris, France. Highly recommend!",2024-08-25,"Paris, France",Adventure Tour,5,0.77,3,0.41,Luxury Seeker,Medium
R0332,U3828,"Absolutely loved the Adventure Tour experience in Tokyo, Japan. Exceeded all expectations!",2024-11-10,"Tokyo, Japan",Adventure Tour,5,0.85,3,0.18,Budget Traveler,Medium
R0333,U1818,"Absolutely loved the Transport experience in New York, USA. Exceeded all expectations!",2025-05-05,"New York, USA",Transport,5,0.74,2,0.03,Budget Traveler,Medium
R0334,U6725,"Decent Transport in Rome, Italy, but room for improvement.",2024-12-27,"Rome, Italy",Transport,3,0.19,4,0.87,Luxury Seeker,Medium
R0335,U2741,"Fantastic Restaurant experience at Tokyo, Japan. Highly recommend!",2024-06-01,"Tokyo, Japan",Restaurant,5,0.88,2,0.03,Luxury Seeker,Medium
R0336,U9828,"Enjoyed the Restaurant at Sydney, Australia. Would recommend to others.",2025-04-05,"Sydney, Australia",Restaurant,4,0.45,3,0.45,Family Tourist,Medium
